DATA,PRECIPITACAO,Temperatura Max,Temperatura Min
2019-08-01,23.8,24.887096774193548,12.261290322580646
2019-09-01,42.8,27.78666666666667,16.066666666666666
2019-10-01,34.4,30.451612903225808,17.687096774193545
2019-11-01,111.4,28.783333333333335,18.82
2019-12-01,150.8,29.66774193548387,19.312903225806455
2020-01-01,270.4,30.10967741935484,19.700000000000003
2020-02-01,333.4,28.351724137931036,19.724137931034484
2020-03-01,110.39999999999999,28.6,18.154838709677417
2020-04-01,4.6000000000000005,26.94333333333333,16.133333333333333
2020-05-01,9.2,25.39032258064516,11.325806451612904
2020-06-01,34.6,25.823333333333334,12.76
2020-07-01,5.6000000000000005,25.73548387096774,11.483870967741936
2020-08-01,46.800000000000004,25.970967741935485,11.251612903225807
2020-09-01,32.400000000000006,30.98,16.266666666666666
2020-10-01,49.199999999999996,29.925806451612903,17.68064516129032
2020-11-01,220.4,28.996666666666666,17.209999999999997
2020-12-01,324.2,29.306451612903224,19.64516129032258
2021-01-01,179.79999999999998,31.5258064516129,20.345161290322583
2021-02-01,301.8,29.66923076923077,18.888461538461538
2021-03-01,0.0,,
2021-04-01,0.0,,
2021-05-01,0.0,,
2021-06-01,0.0,,
2021-07-01,0.0,,
2021-08-01,0.0,,
2021-09-01,0.0,,
2021-10-01,0.0,,
2021-11-01,0.0,,
2021-12-01,0.0,,
2022-01-01,125.0,29.87741935483871,21.04516129032258
2022-02-01,55.20000000000001,30.07857142857143,19.964285714285715
2022-03-01,118.2,31.49032258064516,19.32903225806452
2022-04-01,93.4,28.083333333333332,17.056666666666665
2022-05-01,23.2,24.509677419354837,12.464516129032257
2022-06-01,7.8,24.296666666666667,11.476666666666667
2022-07-01,3.4000000000000004,26.9741935483871,10.319354838709677
2022-08-01,22.2,25.32903225806452,11.474193548387097
2022-09-01,173.0,24.743333333333332,12.74
2022-10-01,132.4,29.03548387096774,17.219354838709677
2022-11-01,152.6,26.633333333333333,16.016666666666666
2022-12-01,263.4,28.174193548387095,18.17096774193548
2023-01-01,200.6,29.4,18.983870967741936
2023-02-01,394.6,30.260714285714283,19.785714285714285
2023-03-01,125.2,30.470967741935485,18.73548387096774
2023-04-01,83.6,26.586666666666666,16.54
2023-05-01,36.4,25.432258064516127,13.658064516129032
2023-06-01,15.4,24.446666666666665,10.796666666666665
2023-07-01,0.8,24.90967741935484,11.745161290322581
2023-08-01,24.6,27.509677419354837,13.203225806451613
2023-09-01,47.2,30.703333333333333,16.37666666666667
2023-10-01,290.8,28.929032258064513,19.074193548387097
2023-11-01,123.8,31.446666666666665,19.15666666666667
2023-12-01,132.6,31.94193548387097,19.561290322580643
2024-01-01,277.4,30.52258064516129,19.60967741935484
2024-02-01,153.6,31.055172413793105,19.93103448275862
2024-03-01,232.2,30.190322580645162,20.229032258064517
2024-04-01,23.0,29.683333333333334,18.003333333333334
2024-05-01,54.6,27.838709677419356,16.716129032258067
2024-06-01,1.2,26.86551724137931,13.668965517241379
2024-07-01,17.6,24.91,12.696666666666665
2024-08-01,1.2,27.296666666666667,14.25
2024-09-01,0.2,31.413333333333334,20.39
2024-10-01,13.799999999999999,30.099999999999998,21.417857142857144
2024-11-01,30.200000000000003,29.585185185185182,22.133333333333333
2024-12-01,240.6,30.006451612903227,19.516129032258064
